domain,title,source_name,old_decision,old_reason,new_decision,new_reason,new_rank_score,new_materiality_score,new_relevance_terms,new_topic_anchor_terms,article_url
market,AI Stocks With Real Revenue Growth That Retail Investors May Be Missing - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,34.5,7.0,revenue|stocks,ai,https://news.google.com/rss/articles/CBMiywFBVV95cUxOd2FyVXA0T2x1aHFIdW93bUtmR24ybXRzRklqcDNrd1hhMzhoNXJTWWlFTm1Uemh5aTBwQTJNRDk2b0d2TmwwUExveVZUbG0xcG04NlhTVWF1TmFEd0E5aVJtbmx4VWtjMC16OEpZZWJYaFpxLTlsbVh3RXFockxrWWFNS1pVb040ZXFGU2xZRkM5bVNGaWZLcEpMNzZ2Z3huM0FzSGhJWjdHSEVsQjdudzBwb2NYUUxsME12Z3ZISjJYVUNYeGFfNEZjONIB0AFBVV95cUxOdnlPZ2Zma1RYMzJ2WkJjdjBmR2x5WUNudjJUTUFncDI4b2lSMmw4cDAyVjJKRUx5UFhsYzhOdGJWZ3U0TDNScDdIX0ZmOUMzQ2ZqUllpdU10Wmc5RWs2eUdLSWxMZjhHXzYzSmoySTVoaDRNTHF0Qy1fdWpkbXFTVFhMWWd3RWM1ZGFBdXV2ME1yZkhIck1YdkVWdUNZVzBPZmthTzJ6a251alJRUWRRNGUwWTJKUno5S25rcGlJSW03SGxUcUtMd2NFRlVJY09a?oc=5
market,"Datadog Beat on Revenue, Beat on Earnings, and Raised Its Outlook. The Stock Fell 19%. - The Globe and Mail",The Globe and Mail,rejected,not on automated source allowlist,rejected,not on automated source allowlist,103.0,32.0,earnings|revenue|beat|outlook|stock,,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNc1JhcHNONnA0RkNvQW1zYmFxeUxCU0tFRWtGeWQ1UnhiQTFxQ2VNUEotNkpYN204ZFFyelJuMUpBNklsbXRSbVg3eDZ2d1l6M3lBaDZrdEplbHR5cVFvX1RYY2s0ZWlxbWhfbnliXzcxalVsRDJXeERVbW5vcVVocXQzdHdVNzNaNkhhNGFpOTRJbG95LVR0VzUxcDJwV1h6TkZFQVB2RWxEVlJuOE9rbEstZVEzeXFZV19fZjZBS0Y2eVJCZmQyeW1JZWNvSGpHNFBWcWJreE9QellxVzBad2IzdEstbUlQaEhFd2lCNTlJRGZWZ0wtbWJn?oc=5
market,PAYC Q2 Earnings Call Centers on Automation and Raised Outlook (Revised) - TradingView,TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,56.0,18.0,earnings|outlook,,https://news.google.com/rss/articles/CBMixAFBVV95cUxPTWctWkN3TlItTlRvX2g5MWRISFZRNTFtb3hkQ1o0OGVYU0VlUWg4bnpxMk42b3VUWklVc2xKZllNX3dON1hrTThqZ0VJUngyajZBdmp3cEU4Y2hZRG1qNmc5ZzFSNk9vUGltdGNpa3c4eDFXc05Hci1iRHcxck82NGowTDRBa0JjeHlpZDdUQU9rOFd0OE5HRW5OMlRHVkJpeHlCLTFfZWY5VWtEWGZVTDBzOUJ2bDJoQmVmSHpVZTJfdC04?oc=5
market,How Is Ai Spending Discipline And Earnings Delivery Reframing The Outlook For AI Stocks? - Kalkine Media,Kalkine Media,rejected,not on automated source allowlist,rejected,not on automated source allowlist,64.0,18.0,earnings|outlook|stocks,ai,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPRUY1M29ZVXRNRFZ4UnNmNWM0b1h4TWRBbk5qVFd4Vl9vYkY3X0Z1cHo0aXZYdk1yQy1iZHpqaThZeE5YQWNlY2ROM2xNT3doRk9WNHFDODhsS2lBa1V3N1RNSG5Rd01raFlpOU12V3FzelEyVWdUVlcxaFAwTHpKdmhlUUxJdzhTc2ZnRzJQdWdGZTB0d0dUd3h6eW5mVDR2ekVzUmJjcS14Nlo0Wk9DQXZEa1VpVVRiSG5ENWpNM3NuSVlxVHlNZ0k2ZUlWMjg3bXplTXd4MDVKX1VqQldj?oc=5
market,"Has Atlassian, ServiceNow performance this quarter reduced SaaSocalypse fears - Invezz",Invezz,rejected,not on automated source allowlist,rejected,not on automated source allowlist,6.0,0.0,,,https://news.google.com/rss/articles/CBMitgFBVV95cUxQdUVwVkZOQVZHcV9Gemc0cEhIclhkZjBaRklKSmtUNVFMa2dkcV9OWGI2NEpuTnhrZDdMWnBPUFhQTkJHVVV5bTJHZF9DSElBdzZ0QUVkUGxEVHBMV3RNUGswa1lTeGRkeTRYa0tlN3lhNTFxc0RFYUdSSzBqSE1Sd1plNWdFSHpIT0lhMUtzY1BZdnZidmVyaTVUOTU1aFZsNUl6QXJZeF9MZ0JUNHZodUlvRWx0dw?oc=5
finance,How Worried Should We Be About AI Debt? - The University of Chicago Booth School of Business,The University of Chicago Booth School of Business,rejected,not on automated source allowlist,rejected,not on automated source allowlist,28.5,7.0,debt,,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdmg3aHNlYTh5eHBqQWstdG41Y1ZaVllfWGpuODFzOVpKTkd0VjY3Z21HdmtDOXNwTGZuS0VRaVdxZVZRQTdHMTFQdFVwR0JwZHA5MGhMNHIzWWxscXNpMnFkeFVPYkNQN2ZLTVU3RUVmQ2RhbjJDQVc2TVgzZC1tbTFuLUZnQnVRSS1mOW5kMA?oc=5
finance,The AI Bailout Could Be Baked Into the AI Bubble - The American Prospect,The American Prospect,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNTDEwdjhrcXNucm5ZQm9XcG9FdkVqWXRfMTVxbTdpOG1lZTV3LVh3bHlLTUkxaFN0NUxPbndSWE1sM0JmV2s2UElTY2RzVlBwektqSE5keWNvNEIxZEFNQUlaSnhQdDYwdkJmLWdrY1QxZEVmQ3RFQjlpc1dlXzZuYnlfb2N0UmZSclpCeXRoaUc0cGVFanM2TWhtXzl3aUdVcEJoZk5FZ08?oc=5
finance,US Market Pulse August 2026 - Goldman Sachs Asset Management,Goldman Sachs Asset Management,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMib0FVX3lxTE9KMEdjQUdsUmJtNWdoa0ZPYnZkYVJnOXJRa0RqM0xuT0lWZkZ4NlpVcC1aeGU3NjY0RmpZYmh4am1OelZGcHFnYVFIcmRLTXFBZV9YZ28wNHNHUWJKNXBPZ01MMmQxOHRuVmtydnhNWQ?oc=5
finance,Q2’26 Pulse of Private Equity — U.S. and global investment trends - kpmg.com,kpmg.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,23.0,6.0,private equity,,https://news.google.com/rss/articles/CBMinAFBVV95cUxPWE5yVXo5VnN5amFOZ1c2T2hPa2V2aUlOdTdoVFR1RVMzQ0d6aG1yRDdlVXdDM1pPV2hrZXNublFIRFhtbG5zU1NNVjdxQVNkWE1meXY1VU0yY3pQdTk3akFqaHM2bjdBNUNRMGlvU0dvZW93dmhtQ3VnRDBMdXBJWXpDYW1hYlZ3VUxXVWdoU3NTTFNmS1IwdWZkMW4?oc=5
finance,"Evolving deal flow in Asia Pacific: Why confidence, capital and AI are reshaping the market - LSEG",LSEG,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNWEo3VG1CVTFzY0YtaEV0OEk5OVVFcG5vdEwxZ0RVN1lUX3FEUFNKYmozcnk2dzl6RVBtOEM2dFNvUzU3cW03RzRMU1F3cXFBY2FJdFFJYVZzWVQ3dm95MGFPWUU4M1I3ZEZ6MnNCcGNwcGpVZWZ5ZTc5LThVbDJHVHJITVJkR0F2cE5fM2V4YWRKbkJwOXRYbTNzeWNBVEdFNVp1c2lXTlBsOEhkWXhMZGhNTEM1eDdySFppZVRrVlNsdXhrbkp1NEp5dktLOEdGU19R?oc=5
finance,How to Play the Flood of AI Bonds - WSJ,WSJ,rejected,no domain relevance term,accepted,"cleared source, freshness, domain relevance, materiality, and first-reference context gates",119.0,8.0,bonds,,https://news.google.com/rss/articles/CBMihwFBVV95cUxQRzZtTVpxV3Utek5kcjFrRXJ1VGZlSk1NRnV4ck9fSlU0bEUzcVE1dy12X012R05SLVFsQU12bzRLRGZ6aWFFVEozQmFCV1BQVVptbGZGbTRIYTJaUEVPTlJtREJKU2xoOXc4emY5MWxUdGh6bDhxejNza3c1Z3hGVE9vOEp1MEE?oc=5
finance,Asset Allocation Issues - ai-cio.com,ai-cio.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5JNG5qcEJpRDVsSDVoR0Rxcy1xcjlqcVRoSmdXNXlURVFtekZSM3BzUGF0RjFFRkx2aEVSYjNDNEJ4Z1VtUW41RjdDM2VvQnZCRnZlb3c0RHBGMVFWTFIxRzdn?oc=5
finance,PGIM’s Greg Peters: AI’s Debt Boom Is Giving Credit Investors Rare Leverage. - Institutional Investor,Institutional Investor,rejected,not on automated source allowlist,rejected,not on automated source allowlist,33.5,7.0,debt|credit,,https://news.google.com/rss/articles/CBMitgFBVV95cUxQTTRqQ2lueHVFWW9vMkM3al9OOW1XY2hsbUJTamtKcTE0U1lfRWpDR0FnU1hoeU1NbWdpa3dnQ1p3ODZOLXBxX3FEcmQzRzJiQkxrTkc4UWxtSUpCaWQ3akNNOWlhMzhmdEozcml0TUVrZWo1VzAxbVd2RjZwYXp3Ym5WZTNBSDB5RTdUeWhQdkszaG5LdXNsTDhDdFlNY0ZidDFEVXp5TlpmN1dfX09HaUlCQk5LUQ?oc=5
finance,"AI, Productivity, and Rates: Part I - The Overshoot | Matthew C. Klein",The Overshoot | Matthew C. Klein,rejected,not on automated source allowlist,rejected,not on automated source allowlist,23.0,8.0,rates,,https://news.google.com/rss/articles/CBMiakFVX3lxTE55SWIyT3NLTDFRSWtrN2cyOTBuYXFBZlpadVpnZzJwNldVMVExR1czdGRfRFNaMV9vbkdxZmZqUjNscHNvU1BEeXJESDlXVkh4T2lTQnRaeUd2ZVhWdnpBSGpQMzJ6MTkxS3c?oc=5
finance,Global real estate outlook mid-year update - JLL,JLL,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMid0FVX3lxTE5ydVh3SWtfU0xjRmp5MDh6bExYZnEtNkNDcEZlTzdCX0VfVW14UGh2RTVVR0UxdHR6a3hId1FHalhDeUVoMzRMWllkUU9VeF8zQzFBZG9VM250RlZ2RVRfUE9CX2hJc0JhUXJkakxiWFVCdks1OE13?oc=5
finance,"RPC Q2 Deep Dive: Stellus Integration, AI Adoption, and Fundraising Momentum Shape Outlook - StockStory",StockStory,rejected,not on automated source allowlist,rejected,not on automated source allowlist,4.0,0.0,,,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNY2g1aUpjVnRRNm4xaEQ1Q2dqZjRpaGZVRmNYVHdUUTRrenROOHo2Z0MzSjh6QUdFTDAwOFFyRXR4a0FYV2tpS01UN2dhZ3B1bjhLZlVPVzc3M0lObldFMVpHb2pYTWFMT0piNldkY2k2MXZYQm1aZ0R0cUZSeV9RcXhlQTlEYzlfUDB5c0VLeG9paW1rX202NFplU0JXTHhNTlotOE9oN1RtbW5yclF1RFMtUlhCSlZzTE5EM3VuM21SQk5yR0NhVW1OTFhqT1NvZHdITy12N3U0ZXFzbXpUMThB?oc=5
finance,SoFi Expands Access to Private Markets with Funds From CAZ Investments and AngelList Asset Management - Business Wire,Business Wire,rejected,not on automated source allowlist,rejected,no domain relevance term,91.0,0.0,,,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNTW5kWlltUVE2MEJ1YzRWR2hMby1DeWZ3NFBNRC15Tm44dG9Hd0hKTHhOa1laeDdRaE1fVUpwaklXN1pfZ0kzN0h3TjVWcjh1Rjg3dDk4OUFvOTFiNG9UYlp3VWVMN3RKZk5rSjhITk1sNzlORUhFTUNDMGh5cXJsdWV6azdHajZ0UmxXN190TnI2N1IyNElCWEswTkRfUnlVWDlhZ2hKVFU4UnBaMFllYjRQOTFoRGg3a1ctMnRGTDA3ZUpRV3VZVk5lTENzcE5RVUxLbkFiOXpLalk4TElKOG1JdDdSdnRiTlFONW1iWQ?oc=5
finance,Loan Note: Private credit’s biggest institutional supporters; experience our new platform - Private Debt Investor,Private Debt Investor,rejected,not on automated source allowlist,rejected,not on automated source allowlist,73.5,23.0,debt|loan|private credit|credit,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQTUJZMFZ4ZW9GOGZjMlNyWXpaUGw1WjFHRFNMcVdEcTNXUk1ndk4tWjd0dHdnSnZOLWtCcEhKWlVCNUUwNGJZZDY3ZlVleXo1aTVzYXB1NTNrYno1bTJzZjA5ekpOQjhXNFZZdFVfR3FGTEY5dXg2bWZqZ1VneHhnazJ3MDhZcHZMUVZOMXpVbzVTWUVWaFdrb1BDUjdaS3NOVFFtZV9uZG9QRkZNaHAwQm9oUEVyUlM4ZTBTdGlaS1U?oc=5
finance,Oracle Corp goes for high-stakes ratings gamble in AI strategy - Reuters,Reuters,rejected,no domain relevance term,accepted,"cleared source, freshness, domain relevance, materiality, and first-reference context gates",115.5,7.0,ratings,,https://news.google.com/rss/articles/CBMiogFBVV95cUxNUTZDLU9YVTRMN1NqaS1WSGh6Tk54VnBycmlfZ0pQVnA5R2p1VTc0YWFkbTMyZF9uRldPYTRnNmY5X2tRaW9iY0prV082RU9yLUo3WFFGc1h6emd1b3JtN1BscG1qX3ZZdG0zenptenZWV0xOWXY0WWZUSFpUTUg3UE9nWE5MR1NpSlZUWHJqTW4yRXE1emxKWnRGS0xqZ0pyZUE?oc=5
finance,Alphabet Is Taking on More Debt to Finance Its AI Spending. Why That's Not Necessarily Bad News - 24/7 Wall St.,24/7 Wall St.,rejected,not on automated source allowlist,rejected,not on automated source allowlist,27.5,7.0,debt,,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNYTJUMHA3M0JvaWkxSHhvNEZ2MDBBNXFHUnlEMFoycWhtN3FITnZLZDl1QVhhMXVIQTYtZ2FMeDJxTVFUUi1CdG1JM0F6a1lOenVBMTBsSXVCUU1oNjI0d0VYc1R6Y1dlaXc0RklXd2ZTX1dZR29vTWhmSmlvYXQ0NFFFRk1QTjJWUFJKSXFvcVBCSEJtM2JLRWREWVVLRjREQXBoWlUxc1dpZXc1aEt4bTltdFNsVmN4T1FOSHpWZmtFcGowS0VGbnViZ2VfWlhUM2c?oc=5
finance,39 Examples of AI in Finance 2026 - Built In,Built In,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMijgFBVV95cUxPM1Q5NHRKSHAzelVDX0pwX0ViV3NXbklBLUJuRjIxeEZGNGJ3OThYbmdmTXd0Tk9GbUNIcEFod3ZyazVlaGJaT091Szh5cDJBWFV5TUhZR1R2TWxIckVBV0pOTU1qbGs2THVJSVVWeFBIZ2dCMXZfRXhDVnBFQllEbWFxR3QtbzRPS2lYeWZ3?oc=5
finance,Private Equity Backs AI-Powered Real Estate Platform With $223 Million - Propmodo,Propmodo,rejected,not on automated source allowlist,rejected,not on automated source allowlist,25.0,6.0,private equity,,https://news.google.com/rss/articles/CBMilgFBVV95cUxOU3lhREZaV1pYUjFZS2J4cTdfSXR3YWoxOFV2NEVLOVZOaElaNUI3ZEJhT2J1TEtDNjBjamdIaGYwWnphdjk3VDlDbDRCNUY0RVlLRUZIRVlFMlpMY0Vrd0JwbWNaUmNjaWRxVmdWOEtIdXJSUHFPT0JBc1RNLTVRNldVdnc1N0dJalhLRHVOUTFvZ0l6NXc?oc=5
finance,S4 Capital Monks Technology Services Expands AI Leadership Through Watts AI Initiative - WKOW,WKOW,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,,https://news.google.com/rss/articles/CBMilwJBVV95cUxNMjM2MHRtNW1uZU0zOFRqU0xkNnJCS2laaTFGeGpDTFpxb1lkT2l3UHVONzc5cW5ONzNiMjJkbkc5LU9kdEkwQmhCV1l4dzF6OG9yNERMRUJycmlmWEZPZ0V6Sml3VzlsRmdJN2xNWnkxNzB6MGtqMXlLVnpvdDB2VE9JU0E2N09RbkJNN0xKMV9DWS1NNU5ySjlQVTZSbUsxRnJ3bFQ2eW1BWmdOa0VBUjcyNlNtaDhvT3dEd0tSQk53SS1vcEJsSHhiaElETUVNNnBfc1hUWjJQZmNTU1M3bjJjVU5tZTVCWkd2Vk1VTjh4NVI5RXpwNmJFelk0bG8xOVZZOFpibU91N2hqQ09XMlFUSEowZkk?oc=5
finance,Jane Street in talks to shift its $11bn in debt to investors including Pimco - Financial Times,Financial Times,rejected,"no material action, result, release, or status change",accepted,"cleared source, freshness, domain relevance, materiality, and first-reference context gates",121.5,7.0,debt,,https://news.google.com/rss/articles/CBMihAFBVV95cUxNMi0wdUdLMXhKYmVnSHFEMW5hWGQyQ1JPbUhVVVNvQU5KOUk1SVdoLW5YQmI3bWQ4OGtUeEFtVUdEbTFLQWdWT210ZnAyZWNseWxZdEtfUTFmQlp3OG9kV2NiQ1BlLXZJRExsV0JRb05IWkNlWmlILW5lQ2c1aHJaOU9sMlA?oc=5
finance,CG Q2 Deep Dive: Platform Diversification and Inflow Momentum Drive Results - StockStory,StockStory,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQay1hYTkyQUhDWXlkRGRpT0F4R0V5TXZ6LWtnZXVNTnJ0VGczb0dkLTM0ZmVqWF9rQWhwdDZrT3M3TjNCbGNtUEZiX04zZFVEOTdUT1dkdEFxQ0JBQ0JpQ0dVQUxfYXBXRDlKaFh4M242Wkl4blYyaEdSS2wxYnNZQ2h5OU1Yd1I2S1JGYU5XRTZCeXAyRWp6Uk93WGFFcUFNUDcxTFZDaXF2S0lMTWF2QW5pcGgtQXJUSmVxenVyemFsU3VtN0w1Nk0tSVBaMElyM1E?oc=5
finance,"Tech companies tap debt, equity to fund AI and cloud expansion - Reuters",Reuters,rejected,"no material action, result, release, or status change",accepted,"cleared source, freshness, domain relevance, materiality, and first-reference context gates",123.5,7.0,debt,,https://news.google.com/rss/articles/CBMitAFBVV95cUxOQ3hkQVViTGo5b0tpYi14VEdkUHlYcFhzbWJKTDBRNkdfVjlhN0NSbnk5bXpqZURLRFo2YnhiRDJfdURpZnpCSDZJVUx5eDY0TXRNN0dnU2xLaHlhYUwxNWdjallCVGF5eWI0ZVRXNGM2X05tbDJMZnRZYjFFcWl1YnhHb2hUQmNGekJJRlI1T3RDaHFlaFNHZFpaREZINlhLdjROanlXcTg0UVlaUkxFQUF1Z1E?oc=5
finance,Weekly market commentary - BlackRock,BlackRock,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBVUGRHWnhxbldxRnFpZXdzaFZtYS0wUEZueWtJcEQ0ek56ajJmdWZxd0xweTZ0a3pRdDVMTWZEY3djTFJYQmdTTk03anRnWllJWVNUcUN0bmxTWWhkc0ZVVFhFdzVDS0U?oc=5
finance,UK venture capital funding on track for record year but skewed by AI megadeals - thebanker.com,thebanker.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,49.5,13.0,funding|venture,,https://news.google.com/rss/articles/CBMiekFVX3lxTFB2X2F5bGFnUmhLNzVZOHk5emZXT3lEMTVHUVhFZXp5QW5qV21WaFNpbjdnTG5BU29vcVUxUTlLMVBqN0dIX2NFY0hpaEc1MU5aR21FZ1lFQzV0YTJTNm1VZTk3V29SWm96ZURjMzRrd1hMdkItb2lXM3V3?oc=5
finance,Blackstone (BX) Backs AI Data Centers As TXNM Merger Scrutiny Drags On - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,6.0,0.0,,,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQMEJmMW9EYmVXSW1BQzl3VXR6SnZWVGVIdlZpano4TTVIdXR5TzQwVzJhZk9uTUFnNlI1UWxSZXNKSWFXaGp6N2xZQS1OREZqbWc2VDZBSXF3TVEzeVVqazczMUxDX0lVdmdiLTFtWkxmVW5jNHNuaUE3TkVQZjVWNUNES1hXSFVzWkxZLTdieXFzVmVHc09adlozV0JhakFZMTEyc2VYNUdBc05MSFpycEpaT1RUZEFQbXhYNGIwYUhmSmN2OG5abndYM3phNXAtd1NpZm1wbVFmZ9IB2gFBVV95cUxQMEJmMW9EYmVXSW1BQzl3VXR6SnZWVGVIdlZpano4TTVIdXR5TzQwVzJhZk9uTUFnNlI1UWxSZXNKSWFXaGp6N2xZQS1OREZqbWc2VDZBSXF3TVEzeVVqazczMUxDX0lVdmdiLTFtWkxmVW5jNHNuaUE3TkVQZjVWNUNES1hXSFVzWkxZLTdieXFzVmVHc09adlozV0JhakFZMTEyc2VYNUdBc05MSFpycEpaT1RUZEFQbXhYNGIwYUhmSmN2OG5abndYM3phNXAtd1NpZm1wbVFmZw?oc=5
finance,AI Data Center Race Shifts to Financing Costs - 조선일보,조선일보,rejected,not on automated source allowlist,rejected,not on automated source allowlist,30.0,8.0,financing,,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOendPVGRwZHZBczdYNk9IUzVTLXRQNzk3TDhuYnVFUTV6cUZsWFZHY3dOMDU1VjVzOFFIbFBISUV0ZnhNOW5VcHg2cUhZSXBJVjJMS0pIS3Z6dW15cE92UW5sZm9tLWVLcXV5cUY2VGtIVTQ3MV82WjBJbEJXY2ZhQ0lrRnM2MFNS?oc=5
finance,Big Law’s new private equity era - Financial Times,Financial Times,rejected,"no material action, result, release, or status change",rejected,insufficient domain materiality,120.0,6.0,private equity,,https://news.google.com/rss/articles/CBMihAFBVV95cUxOcWlzZTRvc3RiaWRoRHdsalA3VmNLTU9kWFpyVjVVdTVaa2FwUGdKY3VhOXlWZk1wR0ZXcTh4QXVKLXZMSVNCcGhoWENrQ1U1Y280YTd6UUx2Ny1wWjBlYXBYZTBOYkNka2hSWnMwY0tZWXRtaWlPaTlqbzlCX1hzT2FLbWs?oc=5
finance,5 reasons private equity is betting big on US Naval investments - pehub.com,pehub.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,23.0,6.0,private equity,,https://news.google.com/rss/articles/CBMijwFBVV95cUxPbmlmbzRWZ3I4M2ZYRzVEUjY1Z05uYmg3RHRET1ZDTVVFQlVrR2tFUkpVOUJFTmplM1FBQnpRU1FTcWFjS2dfc0s4dE1laVJJWUhhWmdZRW9FY2dXNmJuakowaU5mMFBOR3ZScWFTWXVBOUpaam1oSzJwam4xS3dUMUkxVXkzZkhzdmUxM0gzMA?oc=5
finance,How Google’s $150bn Anthropic chip deal reshapes AI finance - capacityglobal.com,capacityglobal.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMilAFBVV95cUxPeGVISTdUXzdCMS1SaEc3MVhMNU0tTjVSU2NPbHM3MlpyalhZSVhVM3hTOWNOa2lDWktkN0tkTUxGVC1UVkZpWWUtTXdHU1oxQjhUSms4VnlKRWFkNFZlRGNMbjJBbUFsSVBTX25JTWlxUm1vbkZhV2xFVWZiamdjREpIbG1MZzNzNGZiQUoxS3VLWTFq?oc=5
finance,What’s happening this week in economics? - Deloitte,Deloitte,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMingFBVV95cUxNcV9VYnV0R0RPcWN0d2g1SHJIVlNmaVA1TV9nXzRKdVlFcWtSMjQ1T1B0djE4dDNRanZvSVFGX0ZBNUd6cnZkVnAtenFuMnFzdU9zYzg5cFdkTVRxU1F5YVVXVFhVWGdhd2RsTDBkNS1Xcm9ub1FnMFp5NnB3WVBYa3JJa1FVbG5IT0ZRRHphTUhtNThkenVJS1ZrdWNDdw?oc=5
finance,Brookfield’s record $77bn quarter powered by insurance mandate as AI infrastructure buildout rolls on - Alternatives Watch,Alternatives Watch,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPOTBXZjgzQlJvVWRrYVpySkZxbTUyWDhCS3ZEOVVJQTRyTDRfal9obFhsNzlpMjlHQ3VJMkJmNlMyMWRRMlJEdllMOUFTdmJYSWE5RXNKYWs5QWtHMUVRQmtLTmljNFFveFJ1SmU5MVprYzhCQUlnWWRDbjZITEt6YXB3MTAxbUVWX1pHUjZaQ0tEc1JsTW45MjBDU2ZmeUdQXzZvbEVCOU1BQQ?oc=5
finance,"Blue Owl Capital Inc. (OWL) Stock Price, News, Quote & History - Yahoo! Finance Canada",Yahoo! Finance Canada,rejected,not on automated source allowlist,rejected,not on automated source allowlist,6.0,0.0,,,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9qWDdoZkQ2NE9hUDlrQ3ZTSWlmaXM5U3pjeXNhMkRhcF9GWmlNZFZqX2JIYmRDaGJtcVEycVhuNnM1Y0tyVkl0ZEJRZ25zSElN?oc=5
finance,"Zacks Industry Outlook BlackRock, Ameriprise, and Invesco - TradingView",TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,4.0,0.0,,,https://news.google.com/rss/articles/CBMisAFBVV95cUxNQXI4bWNZdFVILUloWlZvYkJDSWpYTjR1SXhITk5yTGZoV3ZpaXg1bEtsXzJlWUhTR3NDUlc1WEdMRUpTc25YZ0F2M1g1d1Z0MEdZeFVKaUxnUGFhc1VEcFBQb1o2dGd6NEVodWJneUlTOFF2eEdlb3d1czJwbV9xbF9BSGVQazJnQi0wamZlTUlMRGpHbEQ2N2RDQ3I3b0R0Z1pvSVFOZ1BCWjlIVkpGUw?oc=5
finance,"Carlyle Raises $17 Billion, Sees Private Credit, PE Growth Accelerating into Fundraising Supercycle - Benzinga",Benzinga,rejected,not on automated source allowlist,rejected,not on automated source allowlist,31.5,9.0,private credit|credit,,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPNFc3UjRRczdiMzhwVVFEYnQ2bG50eFRVak5OQ0plTWZROFZneFVkSXVWOXJ0QVF6bnFVb2N2NFdoTzk2UnA2RFlDTzMtMkVfbVBzSEdlQnlyYkdMUWk1VmNCWFBDc05aX1dwMzVIM1NZdXp4MFBlR3lpZ1B1ZTJWcEFXQjBsSEtxQ05uc090eENUTjIwZVJTZkdPM1RWNGk2V29vXzZuVERrQWRKaVY3eEl1SHlubzFLOUJQQnZZUjlvWUtaYUNjSEtyVldaYWV4QUFMd2lEdXFmeGdONHlscUVtLUJXaFNiVzkzVnVGUWZ6UQ?oc=5
finance,Celestica Plans $3B Share Sale With Up to 15% Option - Stock Titan,Stock Titan,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMivAFBVV95cUxQOUgxNElMa1JUeWxyal9OUFMyWmZyZHk2QzNSb2tYQnBPSHI3eUU2OFlFMkNZal9GMDFNZlFUTnpHZWI1SFNSQjhzLXBmYnV0U2g2NVBmTVhmLTRVRlUxTF9xYnZNUUFHSnRqUV9XNjdKTkNEdmJsVWRSbTgwTnBKZ3ZmUjFvUkdCVHYzQkt1UGpGTG5NU3F3UFhUTlkxNkpnendlS2FQeElVM3R3Mm9XZkdMT3owRkNuSW1Icw?oc=5
